 State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
 Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,44, United-States, >50K
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, Greece, >50K
 ?, Some-college, Never-married, ?, Own-child, White, Male,36, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,84, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,52, United-States, >50K
 Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,35, China, <=50K
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,40, United-States, <=50K
 Local-gov, Some-college, Never-married, Other-service, Unmarried, Black, Female,40, United-States, <=50K
 State-gov, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,25, United-States, <=50K
 State-gov, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Tech-support, Own-child, White, Female,24, United-States, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
 Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,20, Trinadad&Tobago, <=50K
 Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Private, Assoc-acdm, Never-married, Craft-repair, Other-relative, White, Male,40, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Own-child, White, Male,3, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,40, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, Mexico, <=50K
 Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,25, United-States, <=50K
 Local-gov, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Female,40, United-States, <=50K
 Private, 10th, Separated, Other-service, Own-child, White, Female,25, United-States, <=50K
 Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,40, United-States, <=50K
 Private, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,30, United-States, <=50K
 Private, 10th, Never-married, Sales, Not-in-family, Other, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,37, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Local-gov, Some-college, Separated, Adm-clerical, Unmarried, White, Female,38, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Divorced, Craft-repair, Own-child, White, Male,20, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, Assoc-voc, Divorced, Protective-serv, Not-in-family, Black, Male,40, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,8, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,44, United-States, >50K
 Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,55, United-States, <=50K
 Private, HS-grad, Divorced, Sales, Other-relative, White, Female,40, United-States, <=50K
 Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, Black, Female,54, Dominican-Republic, >50K
 Federal-gov, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Tech-support, Other-relative, White, Female,40, Canada, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, 11th, Never-married, Transport-moving, Own-child, White, Female,38, United-States, <=50K
 ?, Assoc-voc, Never-married, ?, Not-in-family, White, Male,40, United-States, <=50K
 Private, 10th, Separated, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,30, United-States, <=50K
 Private, HS-grad, Separated, Handlers-cleaners, Unmarried, White, Male,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,52, United-States, >50K
 Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,10, United-States, <=50K
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 ?, 9th, Married-civ-spouse, ?, Husband, Black, Male,5, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,40, United-States, <=50K
 Private, Some-college, Divorced, Sales, Unmarried, White, Female,48, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,48, United-States, <=50K
 ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,8, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,40, United-States, <=50K
 Private, 11th, Never-married, Craft-repair, Own-child, White, Male,20, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, >50K
 ?, Some-college, Never-married, ?, Own-child, White, Female,25, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
 Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,60, United-States, <=50K
 Private, 5th-6th, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, Puerto-Rico, <=50K
 Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,50, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,55, United-States, >50K
 ?, Some-college, Never-married, ?, Own-child, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,25, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,45, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,50, United-States, >50K
 Private, HS-grad, Divorced, Protective-serv, Not-in-family, Black, Male,35, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,6, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,40, ?, >50K
 ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,40, ?, <=50K
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, >50K
 Private, 11th, Never-married, Handlers-cleaners, Other-relative, Black, Male,40, United-States, <=50K
 Private, 12th, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
 Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,40, ?, <=50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, >50K
 ?, Masters, Never-married, ?, Not-in-family, White, Female,40, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Assoc-voc, Separated, Other-service, Unmarried, White, Female,35, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
 Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,40, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Other-relative, White, Female,45, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,30, United-States, <=50K
 Federal-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,56, United-States, >50K
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,25, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,25, United-States, <=50K
 Local-gov, 12th, Never-married, Protective-serv, Own-child, White, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male,65, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, United-States, >50K
 Federal-gov, HS-grad, Separated, Exec-managerial, Unmarried, Black, Female,40, United-States, <=50K
 Private, Assoc-voc, Widowed, Adm-clerical, Unmarried, White, Female,8, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40, United-States, >50K
 Private, Some-college, Married-spouse-absent, Sales, Not-in-family, White, Male,50, United-States, <=50K
 Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Male,40, United-States, <=50K
 ?, Some-college, Never-married, ?, Own-child, White, Female,35, United-States, <=50K
 Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,50, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,70, United-States, >50K
 Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,35, United-States, <=50K
 Local-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, Doctorate, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,40, ?, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,60, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
 Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,21, United-States, <=50K
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, India, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,15, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, White, Female,20, United-States, >50K
 Private, 9th, Never-married, Machine-op-inspct, Unmarried, Black, Female,40, Haiti, <=50K
 Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,45, United-States, <=50K
 Federal-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,20, United-States, <=50K
 Private, Some-college, Never-married, Sales, Own-child, Black, Male,30, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,40, United-States, <=50K
 State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,13, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,65, United-States, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,40, United-States, >50K
 ?, Some-college, Never-married, ?, Not-in-family, White, Female,30, United-States, <=50K
 Private, 9th, Separated, Craft-repair, Not-in-family, White, Male,40, ?, <=50K
 Private, 11th, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K
 Private, 10th, Never-married, Sales, Unmarried, Black, Female,40, United-States, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,65, United-States, >50K
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,52, United-States, <=50K
 ?, Masters, Married-civ-spouse, ?, Husband, Black, Male,40, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,25, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, >50K
 Private, 1st-4th, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female,40, Dominican-Republic, <=50K
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 Private, 1st-4th, Divorced, Craft-repair, Unmarried, White, Male,40, Portugal, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 ?, 11th, Never-married, ?, Not-in-family, White, Female,35, Germany, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,45, ?, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, >50K
 Private, HS-grad, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,40, Philippines, <=50K
 Private, Some-college, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,40, ?, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,20, United-States, <=50K
 Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male,52, United-States, >50K
 ?, HS-grad, Widowed, ?, Unmarried, White, Male,3, United-States, <=50K
 Private, Assoc-acdm, Divorced, Handlers-cleaners, Unmarried, White, Female,24, United-States, <=50K
 Private, 10th, Never-married, Craft-repair, Own-child, Black, Female,40, United-States, <=50K
 Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,45, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,35, United-States, >50K
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,55, United-States, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,40, United-States, <=50K
 State-gov, Assoc-voc, Divorced, Tech-support, Unmarried, White, Female,40, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,45, United-States, >50K
 Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,27, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,40, United-States, <=50K
 ?, Some-college, Never-married, ?, Own-child, White, Male,50, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, >50K
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K
 State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
 Private, 11th, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female,25, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,30, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male,45, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, Prof-school, Widowed, Adm-clerical, Not-in-family, Black, Female,20, United-States, <=50K
 Private, 5th-6th, Never-married, Transport-moving, Not-in-family, White, Male,40, Mexico, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, >50K
 Private, Masters, Never-married, Sales, Not-in-family, White, Male,20, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,60, United-States, <=50K
 Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,40, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, >50K
 Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,70, United-States, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,60, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K
 Federal-gov, 11th, Never-married, Tech-support, Not-in-family, White, Male,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K
 ?, Some-college, Married-civ-spouse, ?, Wife, White, Female,20, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, >50K
 ?, 11th, Never-married, ?, Not-in-family, White, Male,30, United-States, <=50K
 State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
 State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,15, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States, >50K
 ?, Assoc-voc, Married-civ-spouse, ?, Husband, White, Male,50, United-States, >50K
 Private, 5th-6th, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, ?, <=50K
 Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,50, United-States, <=50K
 Self-emp-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,45, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Female,25, Nicaragua, <=50K
 Private, 7th-8th, Married-civ-spouse, Sales, Husband, Other, Male,49, Dominican-Republic, <=50K
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,50, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States, <=50K
 Private, Masters, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,50, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, Iran, >50K
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,40, Vietnam, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,55, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,40, Hong, <=50K
 Private, HS-grad, Never-married, Sales, Own-child, White, Female,24, United-States, <=50K
 Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K
 Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, Columbia, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States, <=50K
 Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female,40, United-States, <=50K
 State-gov, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,56, United-States, >50K
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,70, United-States, >50K
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,43, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,75, Mexico, <=50K
 Self-emp-not-inc, Some-college, Separated, Other-service, Own-child, White, Female,40, Cuba, <=50K
 Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,40, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, >50K
 Private, 1st-4th, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
 Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,50, United-States, <=50K
 ?, 11th, Never-married, ?, Own-child, White, Male,36, United-States, <=50K
 Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Male,25, Mexico, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,24, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,45, United-States, <=50K
 Private, Some-college, Widowed, Tech-support, Unmarried, White, Female,40, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,28, El-Salvador, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
 Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15, United-States, <=50K
 Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
 Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,42, United-States, <=50K
 State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,58, United-States, <=50K
 ?, HS-grad, Never-married, ?, Other-relative, White, Female,40, United-States, <=50K
 Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,5, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,70, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,55, United-States, >50K
 Private, Some-college, Divorced, Other-service, Own-child, White, Male,15, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,40, United-States, <=50K
 State-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,45, United-States, <=50K
 Self-emp-not-inc, 10th, Divorced, Sales, Own-child, White, Male,40, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
 Private, 11th, Never-married, Other-service, Own-child, White, Male,20, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,25, United-States, <=50K
 Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,40, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,50, United-States, <=50K
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K
 Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,30, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,45, United-States, >50K
 Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Male,50, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
 Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, >50K
 Private, 11th, Never-married, Craft-repair, Own-child, White, Male,35, United-States, <=50K
 Private, Assoc-voc, Widowed, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 State-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,20, United-States, >50K
 Private, Bachelors, Divorced, Sales, Unmarried, White, Male,45, ?, <=50K
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,50, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
